Make_model,version,Power,Range,Fuel,Gears,Doors,Seats,drive,Body,Deposit,MonthlyAmount,AnnualMileage,Duration,Services_included,URL,PICTURE_URL,offre,DateTime
NIO EL6,100kwh BaaS,,529,Electric,Automatic,5,5,,SUV,100.000 kr,10.799 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121789/nio-el6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fto6gb9eyjn78wlk.png,NAF Lease,09/03/2026 17:22:37
NIO EL6,100kwh BaaS,,529,Electric,Automatic,5,5,,SUV,100.000 kr,11.080 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121789/nio-el6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F92jchx5gx6v3psr.png,NAF Lease,09/03/2026 17:22:37
NIO EL6,100kwh BaaS,,529,Electric,Automatic,5,5,,SUV,100.000 kr,11.080 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121789/nio-el6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fzltsrkxu588o8v3.png,NAF Lease,09/03/2026 17:22:37
NIO EL6,100kwh BaaS,,529,Electric,Automatic,5,5,,SUV,100.000 kr,11.740 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121789/nio-el6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Frv3xsxptlckomjd.png,NAF Lease,09/03/2026 17:22:37
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,20.250 kr,15 000 km,36 mo,"What's included in the price?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/136547/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fzwrtmuma3l5ay45.png,,09/03/2026 17:22:37
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,21.000 kr,20 000 km,36 mo,"What's included in the price?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/136547/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fg1bjh0nko0dwim5.png,,09/03/2026 17:22:37
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,21.000 kr,20 000 km,36 mo,"What's included in the price?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/136547/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fs760sxgdj1rlilz.png,,09/03/2026 17:22:37
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,22.220 kr,25 000 km,36 mo,"What's included in the price?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/136547/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F1o826sy7jlp3krg.png,,09/03/2026 17:22:37
Tesla Model 3,Standard RWD,,554,Electric,Automatic,4,4,,Sedan,100.000 kr,2.750 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/155687/tesla-model-3/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F118fvql2qsfbh37.png,NAF Lease,09/03/2026 17:22:37
Tesla Model 3,Standard RWD,,554,Electric,Automatic,4,4,,Sedan,100.000 kr,2.920 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/155687/tesla-model-3/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fqjoh2k7sjf85r0z.png,NAF Lease,09/03/2026 17:22:37
Tesla Model 3,Standard RWD,,554,Electric,Automatic,4,4,,Sedan,100.000 kr,2.920 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/155687/tesla-model-3/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F5789g9ts2une23k.png,NAF Lease,09/03/2026 17:22:37
Tesla Model 3,Standard RWD,,554,Electric,Automatic,4,4,,Sedan,100.000 kr,3.210 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/155687/tesla-model-3/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fy4ev7gx0zdzhi20.png,NAF Lease,09/03/2026 17:22:37
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,3.390 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/204414/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fnre65zzda1vhdgv.png,NAF Lease,09/03/2026 17:22:37
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,3.645 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/204414/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F1gnzavi6ziupur4.png,NAF Lease,09/03/2026 17:22:37
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,3.645 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/204414/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F0mw0mowjvttifbv.png,NAF Lease,09/03/2026 17:22:37
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.099 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/204414/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fo9dkn49pdl43d47.png,NAF Lease,09/03/2026 17:22:37
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.399 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/207308/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fah9x2sfwaklb6f4.png,NAF Lease,09/03/2026 17:22:37
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.619 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/207308/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F4pyxz80ouqk9jjb.png,NAF Lease,09/03/2026 17:22:37
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.619 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/207308/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fc0urfoyqu5g0mz6.png,NAF Lease,09/03/2026 17:22:37
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.979 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/207308/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fiwxw1og3nehnxq2.png,NAF Lease,09/03/2026 17:22:37
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,6.220 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/205008/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F546v1jyyb36emz7.png,NAF Lease,09/03/2026 17:22:37
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,6.479 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/205008/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F5lb4gv7z4uvbku1.png,NAF Lease,09/03/2026 17:22:37
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,6.479 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/205008/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F6qru3eqohecz0fp.png,NAF Lease,09/03/2026 17:22:37
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,6.940 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/205008/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fexh3ohpxhh9ihs8.png,NAF Lease,09/03/2026 17:22:37
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,8.810 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/204971/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7t25rh2a5hjuyy0.png,NAF Lease,09/03/2026 17:22:37
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,9.119 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/204971/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F87fzzrs2wgq2ln8.png,NAF Lease,09/03/2026 17:22:37
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,9.119 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/204971/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fdpy2j2zgs8087df.png,NAF Lease,09/03/2026 17:22:37
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,9.669 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/204971/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F0lsay1fims0cs8w.png,NAF Lease,09/03/2026 17:22:37
NIO ET5,BAAS inkl,,540,Electric,Automatic,5,5,,Hatchback,100.000 kr,9.630 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121754/nio-et5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fbvlbc7my4qjsrqq.png,NAF Lease,09/03/2026 17:22:37
NIO ET5,BAAS inkl,,540,Electric,Automatic,5,5,,Hatchback,100.000 kr,9.870 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121754/nio-et5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fq189bgyh5gy7oiq.png,NAF Lease,09/03/2026 17:22:37
NIO ET5,BAAS inkl,,540,Electric,Automatic,5,5,,Hatchback,100.000 kr,9.870 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121754/nio-et5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fphv8u6z7etjzceg.png,NAF Lease,09/03/2026 17:22:37
NIO ET5,BAAS inkl,,540,Electric,Automatic,5,5,,Hatchback,100.000 kr,10.450 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121754/nio-et5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fr6l609828g5oa1t.png,NAF Lease,09/03/2026 17:22:37
NIO ET5,Stv BAAS inkl.,,,Electric,Automatic,5,5,,Stationwagon,100.000 kr,9.930 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121785/nio-et5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fka08wuj8gsr0txo.png,NAF Lease,09/03/2026 17:22:37
NIO ET5,Stv BAAS inkl.,,,Electric,Automatic,5,5,,Stationwagon,100.000 kr,10.170 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121785/nio-et5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F3ysr1wor3hquf1u.png,NAF Lease,09/03/2026 17:22:37
NIO ET5,Stv BAAS inkl.,,,Electric,Automatic,5,5,,Stationwagon,100.000 kr,10.170 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121785/nio-et5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fnb8456swoz1s1g9.png,NAF Lease,09/03/2026 17:22:37
NIO ET5,Stv BAAS inkl.,,,Electric,Automatic,5,5,,Stationwagon,100.000 kr,10.780 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/121785/nio-et5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F1bg4jmbez3nuktu.png,NAF Lease,09/03/2026 17:22:37
NIO EL8,100 kWh Base,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,16.560 kr,15 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/154809/nio-el8/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fqf03wqoekk2sf2m.png,NAF Lease,09/03/2026 17:22:37
NIO EL8,100 kWh Base,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,16.930 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/154809/nio-el8/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Faenkwz79h7l303l.png,NAF Lease,09/03/2026 17:22:37
NIO EL8,100 kWh Base,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,16.930 kr,20 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/154809/nio-el8/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F63ysmswwwcn4nrz.png,NAF Lease,09/03/2026 17:22:37
NIO EL8,100 kWh Base,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,17.869 kr,25 000 km,36 mo,"What's included in this NAF Lease deal?
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Service & maintenance
We have a wide range of suppliers all across Norway.
Winter tyres
Winter tyres are included in the price.
Show less",https://www.ayvens.com/en-no/private-lease/offer/154809/nio-el8/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Ffn9kg0geczwfd6g.png,NAF Lease,09/03/2026 17:22:37
Volkswagen Id Buzz,Cargo,,423,Electric,Automatic,3,3,,Van,100.000 kr,6.860 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121748/volkswagen-id-buzz/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fp7un8dp4wbjqwe1.png,Van,09/03/2026 17:22:35
Volkswagen Id Buzz,Cargo,,423,Electric,Automatic,3,3,,Van,100.000 kr,6.860 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121748/volkswagen-id-buzz/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F6e68lxz0msu95r4.png,Van,09/03/2026 17:22:35
Volkswagen Id Buzz,Cargo,,423,Electric,Automatic,3,3,,Van,100.000 kr,6.860 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121748/volkswagen-id-buzz/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F2y6jg88epnwtb44.png,Van,09/03/2026 17:22:35
Volkswagen Id Buzz,Cargo,,423,Electric,Automatic,3,3,,Van,100.000 kr,8.110 kr,30 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121748/volkswagen-id-buzz/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fxyvr835iuxzwm8a.png,Van,09/03/2026 17:22:35
Toyota Proace,75 kwh Comfort,,330,Electric,Automatic,4,4,,Van,100.000 kr,5.240 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121729/toyota-proace/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fho5kuuifqprswhg.png,Van,09/03/2026 17:22:35
Toyota Proace,75 kwh Comfort,,330,Electric,Automatic,4,4,,Van,100.000 kr,5.240 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121729/toyota-proace/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F27ux3o8el9toy05.png,Van,09/03/2026 17:22:35
Toyota Proace,75 kwh Comfort,,330,Electric,Automatic,4,4,,Van,100.000 kr,5.240 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121729/toyota-proace/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fxev06nlszr8ti28.png,Van,09/03/2026 17:22:35
Toyota Proace,75 kwh Comfort,,330,Electric,Automatic,4,4,,Van,100.000 kr,7.960 kr,30 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121729/toyota-proace/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7p2xjfd7esjfrka.png,Van,09/03/2026 17:22:35
Toyota Proace City,50 kwh Comfort Plus,,274,Electric,Automatic,3,3,,Van,100.000 kr,4.720 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121771/toyota-proace-city/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fvdghqae2lcobvo4.png,Van,09/03/2026 17:22:35
